year,month,date,general_inflation_rate,cpi_index,cpi_yoy_growth_from_index,housing_cpi_index,housing_cpi_growth,producer_price_index,producer_price_yoy_growth,construction_cost_growth,interest_rate,usd_rate_toman,usd_rate_irr,usd_growth,transaction_volume,transaction_volume_growth,avg_price_per_sqm_million_irr,housing_growth_rate,source,notes
2025,2,2025-02-01,35.3,305.5,35.3567,291.1,37.6359,1890.0,90.2557,90.2557,23.0,151325.0,1513250.0,141.6367,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Producer Prices chart manual extraction; TradingEconomics Interest Rate chart manual extraction; TGJU weekly free-market USD chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; quarterly producer price index forward-filled to months; Q2 2020 missing from supplied list; interest rate entered as period rule; weekly values averaged to Gregorian month; values entered in thousand toman
2025,3,2025-03-01,37.1,315.7,37.1416,296.9,37.0729,1890.0,90.2557,90.2557,23.0,163480.0,1634800.0,137.065,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Producer Prices chart manual extraction; TradingEconomics Interest Rate chart manual extraction; TGJU weekly free-market USD chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; quarterly producer price index forward-filled to months; Q2 2020 missing from supplied list; interest rate entered as period rule; weekly values averaged to Gregorian month; values entered in thousand toman
2025,4,2025-04-01,38.9,328.1,38.8489,304.0,37.806,1740.0,70.5882,70.5882,23.0,154000.0,1540000.0,103.7711,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Producer Prices chart manual extraction; TradingEconomics Interest Rate chart manual extraction; TGJU weekly free-market USD chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; quarterly producer price index forward-filled to months; Q2 2020 missing from supplied list; interest rate entered as period rule; weekly values averaged to Gregorian month; values entered in thousand toman
2025,5,2025-05-01,38.7,336.9,38.642,310.4,37.4059,1740.0,70.5882,70.5882,23.0,177350.0,1773500.0,116.2146,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Producer Prices chart manual extraction; TradingEconomics Interest Rate chart manual extraction; TGJU weekly free-market USD chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; quarterly producer price index forward-filled to months; Q2 2020 missing from supplied list; interest rate entered as period rule; weekly values averaged to Gregorian month; values entered in thousand toman
2025,6,2025-06-01,39.4,348.1,39.4073,317.5,37.5054,1740.0,70.5882,70.5882,23.0,,,,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Producer Prices chart manual extraction; TradingEconomics Interest Rate chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; quarterly producer price index forward-filled to months; Q2 2020 missing from supplied list; interest rate entered as period rule
2025,7,2025-07-01,41.2,360.2,41.1442,324.3,36.6049,,,,23.0,,,,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Interest Rate chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; interest rate entered as period rule
2025,8,2025-08-01,42.4,370.5,42.3905,332.9,35.7114,,,,23.0,,,,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Interest Rate chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; interest rate entered as period rule
2025,9,2025-09-01,45.3,384.6,45.2966,343.4,36.0539,,,,23.0,,,,,,,,TradingEconomics chart manual extraction; TradingEconomics CPI chart manual extraction; TradingEconomics CPI Housing & Utilities chart manual extraction; TradingEconomics Interest Rate chart manual extraction,general inflation rate manually entered by user; CPI alignment anchored to Aug/Sep 2025; one early monthly value may be missing; housing/utilities CPI manually entered by user; interest rate entered as period rule
2025,10,2025-10-01,48.6,,,,,,,,23.0,,,,,,,,TradingEconomics chart manual extraction; TradingEconomics Interest Rate chart manual extraction,general inflation rate manually entered by user; interest rate entered as period rule
2025,11,2025-11-01,,,,,,,,,23.0,,,,,,,,TradingEconomics Interest Rate chart manual extraction,interest rate entered as period rule
2025,12,2025-12-01,,,,,,,,,23.0,,,,,,,,TradingEconomics Interest Rate chart manual extraction,interest rate entered as period rule
2026,1,2026-01-01,,,,,,,,,23.0,,,,,,,,TradingEconomics Interest Rate chart manual extraction,interest rate entered as period rule
2026,2,2026-02-01,,,,,,,,,23.0,,,,,,,,TradingEconomics Interest Rate chart manual extraction,interest rate entered as period rule
2026,3,2026-03-01,50.0,,,,,,,,23.0,,,,,,,,TradingEconomics chart manual extraction; TradingEconomics Interest Rate chart manual extraction,general inflation rate manually entered by user; interest rate entered as period rule
2026,4,2026-04-01,,,,,,,,,23.0,,,,,,,,TradingEconomics Interest Rate chart manual extraction,interest rate entered as period rule
