sample_id,total_units,reserved_units,share_percent,current_construction_cost,construction_cost_growth,next_year_estimated_construction_cost,required_next_year_amount,total_scheduled_amount,total_due_amount,total_paid_amount,unpaid_amount,due_unpaid_amount,payment_completion_ratio,due_payment_completion_ratio,unpaid_amount_ratio,due_unpaid_amount_ratio,total_payments,paid_on_time_count,paid_late_count,unpaid_count,overdue_count,average_delay_days,max_delay_days,general_inflation_rate,usd_growth,risk_score,risk_label
232,24,1,4.1667,90000000000.0,52.5706,137313511712.68,476783026.78,817336120.55,673914301.09,402083602.05,415252518.5,271830699.04,0.4919,0.5966,0.5081,0.4034,6,2,2,1,1,27.31,61,43.6135,41.3094,62.3491,medium
233,16,2,12.5,220000000000.0,43.6264,315978069691.4,3291438225.95,5305702772.22,4674366456.44,4217817253.74,1087885518.48,456549202.7,0.795,0.9023,0.205,0.0977,7,5,1,1,0,8.4,12,48.1982,92.684,15.0164,low
234,30,1,3.3333,160000000000.0,63.6262,261801931538.54,727227587.61,1120581152.64,1129787097.95,759356596.77,361224555.87,370430501.18,0.6776,0.6721,0.3224,0.3279,6,3,2,0,1,39.37,65,53.0112,84.3118,65.0395,high
235,16,2,12.5,220000000000.0,18.0,259600000000.0,2704166666.67,15170701756.42,14649190476.32,5892151017.97,9278550738.45,8757039458.35,0.3884,0.4022,0.6116,0.5978,16,4,5,1,6,39.0,55,22.0173,159.4534,94.0477,high
236,24,1,4.1667,90000000000.0,65.7427,149168461697.2,517946047.56,1572823626.86,1339865510.42,1054869561.56,517954065.3,284995948.86,0.6707,0.7873,0.3293,0.2127,12,5,5,2,0,21.39,31,54.3143,99.6709,47.6736,medium
237,30,2,6.6667,70000000000.0,65.6902,115983119931.64,644350666.29,3167313082.75,2988261426.34,2902797921.66,264515161.08,85463504.68,0.9165,0.9714,0.0835,0.0286,16,13,2,1,0,3.04,7,42.5967,106.0061,9.0,low
238,36,1,2.7778,300000000000.0,30.6374,391912217468.21,907204207.1,1954336776.03,1122910693.46,761491821.79,1192844954.24,361418871.67,0.3896,0.6781,0.6104,0.3219,7,2,1,3,1,24.07,29,48.7657,80.466,63.4522,medium
239,24,1,4.1667,220000000000.0,40.344,308756848589.59,1072072390.94,4353793915.41,4119688652.03,3927528725.01,426265190.4,192159927.02,0.9021,0.9534,0.0979,0.0466,14,12,1,1,0,3.08,6,29.4688,19.3873,9.0,low
240,24,1,4.1667,90000000000.0,18.0,106200000000.0,368750000.0,897418018.54,742036947.99,439742596.89,457675421.65,302294351.1,0.49,0.5926,0.51,0.4074,7,3,2,1,1,39.26,59,37.3989,81.9584,68.6658,high
241,20,1,5.0,70000000000.0,63.8513,114695913162.84,477899638.18,1178920268.39,1089083300.74,1049346197.1,129574071.29,39737103.64,0.8901,0.9635,0.1099,0.0365,9,7,1,1,0,2.47,17,49.3191,147.6647,15.8834,low
242,12,1,8.3333,70000000000.0,66.9531,116867184004.36,811577666.7,3365978995.64,2772227137.93,1763837080.69,1602141914.95,1008390057.24,0.524,0.6363,0.476,0.3637,16,6,5,3,2,22.55,60,32.4276,16.0998,70.6564,high
243,36,2,5.5556,160000000000.0,18.0,188800000000.0,874074074.07,2368004724.86,1520774287.31,252718755.54,2115285969.32,1268055531.76,0.1067,0.1662,0.8933,0.8338,9,1,2,3,3,46.33,116,52.1831,28.509,100.0,high
244,36,1,2.7778,160000000000.0,21.4399,194303855796.62,449777443.97,1765225734.41,1479790120.51,1198451209.15,566774525.26,281338911.36,0.6789,0.8099,0.3211,0.1901,15,10,3,2,0,21.8,26,48.6644,132.3522,38.3678,medium
245,24,1,4.1667,70000000000.0,40.7291,98510392017.82,342049972.28,1456802550.27,1333142745.49,996123953.71,460678596.56,337018791.78,0.6838,0.7472,0.3162,0.2528,15,8,5,1,1,7.63,15,30.2476,32.8866,36.7489,medium
246,24,1,4.1667,160000000000.0,43.2444,229190960180.14,795801945.07,3674970480.41,3126167525.53,3115615499.54,559354980.87,10552025.99,0.8478,0.9966,0.1522,0.0034,15,12,1,2,0,2.6,6,20.0,103.116,9.0,low
247,30,1,3.3333,90000000000.0,33.2281,119905247578.89,333070132.16,951814219.6,924975502.86,126509011.72,825305207.88,798466491.14,0.1329,0.1368,0.8671,0.8632,11,2,4,0,5,115.53,176,40.3226,117.7876,100.0,high
248,36,1,2.7778,160000000000.0,31.7366,210778549039.67,487913307.96,1975861234.42,1976558991.44,1878013194.53,97848039.89,98545796.92,0.9505,0.9501,0.0495,0.0499,12,10,2,0,0,6.21,17,38.6935,114.4985,9.098,low
249,36,1,2.7778,160000000000.0,43.5235,229637659273.54,531568655.73,2404811912.06,2259124747.46,2211238352.59,193573559.47,47886394.86,0.9195,0.9788,0.0805,0.0212,15,10,3,1,1,5.96,18,40.1012,106.6882,17.0,low
250,24,1,4.1667,70000000000.0,18.0,82600000000.0,286805555.56,579650376.41,590519258.07,569994525.84,9655850.57,20524732.23,0.9833,0.9652,0.0167,0.0348,6,5,1,0,0,3.62,5,40.3346,86.2182,9.0,low
251,30,1,3.3333,120000000000.0,73.4128,208095383121.46,578042730.89,1317012645.8,1028702571.19,809224670.13,507787975.67,219477901.05,0.6144,0.7866,0.3856,0.2134,9,5,2,2,0,6.99,30,42.1406,151.5487,35.9101,medium
252,36,1,2.7778,120000000000.0,57.9716,189565917725.78,438809994.74,1657226143.46,1435474800.38,1416329788.84,240896354.62,19145011.55,0.8546,0.9867,0.1454,0.0133,15,12,1,2,0,8.11,10,47.8587,62.6833,12.5931,low
253,30,1,3.3333,160000000000.0,46.4714,234354162720.73,650983785.34,3155219168.94,2636395493.01,898259246.33,2256959922.61,1738136246.68,0.2847,0.3407,0.7153,0.6593,16,2,5,3,6,32.56,61,28.485,63.6443,97.4896,high
254,20,2,10.0,120000000000.0,48.5359,178243060883.98,1485358840.7,4688412751.3,4055084054.55,1042772508.47,3645640242.83,3012311546.08,0.2224,0.2572,0.7776,0.7428,12,1,3,2,6,49.97,111,61.7896,79.6492,100.0,high
255,30,1,3.3333,120000000000.0,63.2592,195911092071.76,544197477.98,1449178454.44,1083167746.69,273452292.55,1175726161.89,809715454.13,0.1887,0.2525,0.8113,0.7475,13,1,5,3,4,42.78,78,38.4194,128.7028,100.0,high
256,20,1,5.0,160000000000.0,30.0089,208014282174.28,866726175.73,1678968688.3,1411204476.05,1232720101.32,446248586.98,178484374.73,0.7342,0.8735,0.2658,0.1265,7,4,2,1,0,9.81,32,40.3773,20.1078,37.0388,medium
257,30,1,3.3333,220000000000.0,38.8724,305519259433.8,848664609.54,2098080516.28,1770851738.48,1737819557.66,360260958.62,33032180.81,0.8283,0.9813,0.1717,0.0187,8,7,0,1,0,1.2,1,42.7856,18.8187,9.0,low
258,24,1,4.1667,220000000000.0,42.0239,312452674241.09,1084905118.89,3628214645.97,3176386190.87,3004142739.71,624071906.25,172243451.16,0.828,0.9458,0.172,0.0542,14,7,5,2,0,20.02,30,32.2691,145.709,30.3426,low
259,20,1,5.0,70000000000.0,25.8785,88114984846.13,367145770.19,941653895.94,855989923.7,817290584.78,124363311.15,38699338.92,0.8679,0.9548,0.1321,0.0452,8,6,1,1,0,5.86,10,48.73,98.2985,9.0,low
260,24,1,4.1667,120000000000.0,42.8833,171460004099.66,595347236.46,1999628444.76,1880215679.08,1571215332.29,428413112.47,309000346.79,0.7858,0.8357,0.2142,0.1643,11,6,3,1,1,19.73,34,33.9787,107.3724,43.0074,medium
261,12,2,16.6667,220000000000.0,39.5746,307064057891.14,4264778581.82,15995364923.83,14889095874.91,14772387226.48,1222977697.36,116708648.43,0.9235,0.9922,0.0765,0.0078,14,13,0,1,0,1.1,3,51.3346,43.4817,9.0,low
262,20,1,5.0,120000000000.0,18.0,141600000000.0,590000000.0,2500887586.32,2093571379.9,1989500932.35,511386653.98,104070447.55,0.7955,0.9503,0.2045,0.0497,15,10,2,2,1,3.48,8,60.1894,105.7977,19.1296,low
263,20,1,5.0,220000000000.0,82.9825,402561401262.7,1677339171.93,3702496670.71,2617317375.09,1547068024.62,2155428646.09,1070249350.47,0.4178,0.5911,0.5822,0.4089,10,3,3,3,1,24.87,44,43.2914,49.3793,74.8047,high
264,30,2,6.6667,120000000000.0,47.3478,176817331296.66,982318507.2,1962169910.38,2014847423.28,1952359060.83,9810849.55,62488362.45,0.995,0.969,0.005,0.031,7,6,1,0,0,1.45,9,46.0426,93.3468,9.0,low
265,20,2,10.0,70000000000.0,41.0611,98742778385.03,822856486.54,3144998252.94,2947679828.49,1642901858.72,1502096394.22,1304777969.76,0.5224,0.5574,0.4776,0.4426,13,7,4,1,1,16.08,19,42.5602,83.7486,67.7779,high
266,16,1,6.25,120000000000.0,72.8514,207421700669.6,1080321357.65,3585554616.28,3190643636.88,2597210100.33,988344515.95,593433536.55,0.7244,0.814,0.2756,0.186,14,6,5,2,1,13.98,52,27.4822,68.3239,52.1265,medium
267,20,1,5.0,70000000000.0,43.8592,100701434607.89,419589310.87,956902065.13,844901350.09,822505207.87,134396857.27,22396142.22,0.8596,0.9735,0.1404,0.0265,10,8,1,1,0,0.28,7,44.5337,86.2001,9.0,low
268,60,1,1.6667,120000000000.0,67.0622,200474609288.16,278436957.34,949982666.47,709509286.64,423517565.12,526465101.34,285991721.52,0.4458,0.5969,0.5542,0.4031,12,5,2,3,2,28.73,60,49.6923,37.9454,72.0435,high
269,20,1,5.0,90000000000.0,62.3758,146138222758.94,608909261.5,2090808469.07,1956948747.73,1664902642.88,425905826.19,292046104.85,0.7963,0.8508,0.2037,0.1492,16,13,2,1,0,10.16,15,51.5867,107.4173,21.5726,low
270,16,2,12.5,90000000000.0,60.2247,144202193108.33,1502106178.21,4203865478.54,3443281808.04,3448355248.27,755510230.27,0.0,0.8203,1.0,0.1797,0.0,12,9,1,2,0,10.17,15,40.7346,67.9533,12.2788,low
271,30,3,10.0,120000000000.0,75.1805,210216600496.13,1751805004.13,3408531890.99,2592189642.21,1634487545.09,1774044345.9,957702097.12,0.4795,0.6305,0.5205,0.3695,8,3,2,2,1,21.69,46,59.4222,92.4711,70.1946,high
272,12,1,8.3333,90000000000.0,73.8531,156467795922.69,1086581916.13,1854935461.57,1618337648.98,1261486237.94,593449223.63,356851411.04,0.6801,0.7795,0.3199,0.2205,8,4,2,1,1,31.3,39,24.5051,87.6626,52.9678,medium
273,36,1,2.7778,160000000000.0,59.0506,254480904744.81,589076168.39,921048394.39,770725721.6,420606305.34,500442089.05,350119416.26,0.4567,0.5457,0.5433,0.4543,6,3,1,1,1,31.6,35,44.1619,145.6685,73.6729,high
274,20,1,5.0,70000000000.0,32.352,92646417828.44,386026740.95,1159979195.99,950958462.14,154486096.82,1005493099.18,796472365.33,0.1332,0.1625,0.8668,0.8375,10,0,2,2,6,96.88,132,46.9734,125.6175,100.0,high
275,20,1,5.0,220000000000.0,41.4538,311198341522.46,1296659756.34,2660535452.94,2010491646.97,2023166760.62,637368692.32,0.0,0.7604,1.0,0.2396,0.0,8,6,0,2,0,0.15,0,51.1594,62.0549,9.0,low
276,24,1,4.1667,120000000000.0,55.2451,186294126333.04,646854605.32,1087063563.62,961211244.38,984886101.0,102177462.62,0.0,0.906,1.0,0.094,0.0,7,6,0,1,0,0.3,3,62.9079,109.5579,9.0,low
277,12,1,8.3333,90000000000.0,67.5466,150791980506.35,1047166531.29,2893784557.37,3007990295.35,2804433411.42,89351145.95,203556883.94,0.9691,0.9323,0.0309,0.0677,12,9,2,0,1,8.51,11,29.2896,77.6546,22.4371,low
278,12,1,8.3333,220000000000.0,30.4056,286892393803.38,1992308290.3,10429905721.63,9726402615.15,9580528223.39,849377498.24,145874391.76,0.9186,0.985,0.0814,0.015,16,14,1,1,0,4.12,7,75.9326,78.4204,9.0,low
279,12,1,8.3333,90000000000.0,64.4094,147968437562.29,1027558594.18,2797870946.91,2569909680.83,2012426274.04,785444672.87,557483406.79,0.7193,0.7831,0.2807,0.2169,10,5,4,1,0,21.44,35,36.8096,143.0461,36.6584,medium
280,12,1,8.3333,90000000000.0,61.2017,145081569092.1,1007510896.47,2012519750.68,1995314417.06,1816279617.52,196240133.17,179034799.55,0.9025,0.9103,0.0975,0.0897,7,4,3,0,0,5.69,12,62.9587,80.3664,29.9318,low
281,30,2,6.6667,120000000000.0,67.1118,200534121121.18,1114078450.67,2628367790.57,2282223289.76,2197543463.29,430824327.28,84679826.47,0.8361,0.9629,0.1639,0.0371,8,7,0,1,0,1.47,1,43.5389,41.1179,9.0,low
282,30,1,3.3333,120000000000.0,64.2182,197061884757.41,547394124.33,1259910399.94,1060282153.17,324031811.33,935878588.62,736250341.84,0.2572,0.3056,0.7428,0.6944,8,1,2,1,4,56.31,144,48.721,132.0419,100.0,high
283,48,1,2.0833,160000000000.0,36.8168,218906835635.14,380046589.64,1105965448.06,855250080.65,756531761.94,349433686.11,98718318.71,0.684,0.8846,0.316,0.1154,9,7,0,2,0,0.8,2,34.4924,15.0,28.184,low
284,48,2,4.1667,160000000000.0,74.9624,279939907203.59,972013566.68,1112685096.41,914984709.52,668423122.48,444261973.93,246561587.04,0.6007,0.7305,0.3993,0.2695,6,3,1,1,1,14.41,39,47.4205,70.5288,59.7695,medium
285,48,1,2.0833,220000000000.0,58.2482,348146033761.13,604420197.5,803522406.26,808533295.32,687931533.0,115590873.25,120601762.31,0.8561,0.8508,0.1439,0.1492,6,5,1,0,0,10.22,18,55.6581,76.0313,27.2465,low
286,20,1,5.0,120000000000.0,70.9081,205089677229.24,854540321.79,2945421419.58,2717982543.09,1461138746.94,1484282672.64,1256843796.14,0.4961,0.5376,0.5039,0.4624,16,7,5,1,3,18.19,45,50.9836,116.1383,68.3256,high
287,36,2,5.5556,120000000000.0,42.1767,170612096738.9,789870818.24,2306252838.95,2129708837.05,2064658112.67,241594726.28,65050724.38,0.8952,0.9695,0.1048,0.0305,9,8,0,1,0,0.29,0,47.3494,15.0,9.0,low
288,20,2,10.0,160000000000.0,57.1808,251489355871.24,2095744632.26,4758181107.55,3213733014.52,1912463728.05,2845717379.5,1301269286.46,0.4019,0.5951,0.5981,0.4049,10,2,3,3,2,70.3,113,32.7654,164.2448,84.9617,high
289,24,1,4.1667,160000000000.0,85.0213,296034019997.47,1027895902.77,1136319998.55,920621843.5,810704827.86,325615170.69,109917015.64,0.7134,0.8806,0.2866,0.1194,6,5,0,1,0,1.94,3,43.207,83.4963,27.0645,low
290,48,1,2.0833,120000000000.0,71.6839,206020694676.44,357674817.15,875471436.49,804417826.12,323578873.74,551892562.75,480838952.38,0.3696,0.4023,0.6304,0.5977,10,2,3,1,4,57.78,97,41.9025,140.8816,92.7861,high
291,36,2,5.5556,70000000000.0,49.4867,104640655617.69,484447479.71,1880082146.92,1751618298.63,1593617686.2,286464460.71,158000612.42,0.8476,0.9098,0.1524,0.0902,12,9,2,1,0,2.17,9,41.6674,96.8011,9.0,low
292,20,1,5.0,90000000000.0,29.8094,116828498691.9,486785411.22,813328985.99,541348341.34,517955746.53,295373239.45,23392594.8,0.6368,0.9568,0.3632,0.0432,6,3,1,2,0,9.04,18,50.9043,70.9529,31.3411,low
293,36,2,5.5556,220000000000.0,58.7782,349312045729.17,1617185396.89,3446702094.77,2991939215.6,1582808782.89,1863893311.87,1409130432.71,0.4592,0.529,0.5408,0.471,10,3,4,1,2,15.45,59,37.586,71.6097,67.4241,high
294,36,2,5.5556,90000000000.0,50.6595,135593594720.97,627748123.71,1448740820.92,1132910117.21,856678027.19,592062793.74,276232090.03,0.5913,0.7562,0.4087,0.2438,9,3,3,2,1,12.39,47,41.4138,84.5252,51.475,medium
295,36,1,2.7778,220000000000.0,56.7815,344919197233.04,798424067.67,2258687870.7,1987089933.72,1864806460.69,393881410.01,122283473.03,0.8256,0.9385,0.1744,0.0615,11,8,2,1,0,8.18,19,48.3258,86.3404,16.1429,low
296,48,1,2.0833,70000000000.0,77.1721,124020466825.91,215313310.46,685240791.88,608753643.78,535696450.68,149544341.19,73057193.1,0.7818,0.88,0.2182,0.12,15,12,1,2,0,10.33,12,29.5972,57.2705,26.0861,low
297,20,1,5.0,220000000000.0,18.0,259600000000.0,1081666666.67,3557713164.96,3187921444.74,2846637888.46,711075276.5,341283556.28,0.8001,0.8929,0.1999,0.1071,10,6,3,1,0,17.34,26,43.5663,101.6654,34.2631,low
298,12,2,16.6667,90000000000.0,43.1365,128822885889.32,1789206748.46,4690477866.81,3860970327.97,3914627872.3,775849994.51,0.0,0.8346,1.0,0.1654,0.0,10,8,0,2,0,1.99,2,51.9253,113.1395,9.0,low
299,12,1,8.3333,90000000000.0,43.7451,129370627527.29,898407135.61,2184511330.47,1980974845.3,1719469090.97,465042239.51,261505754.34,0.7871,0.868,0.2129,0.132,10,8,1,1,0,2.08,11,46.5451,120.5405,20.5092,low
300,30,1,3.3333,90000000000.0,104.0305,183627430497.57,510076195.83,1980602836.94,1878674316.58,1604458139.99,376144696.95,274216176.59,0.8101,0.854,0.1899,0.146,16,12,2,1,1,7.08,18,59.0829,78.6342,26.7329,low
301,24,1,4.1667,90000000000.0,66.1024,149492168978.94,519070031.18,1244162993.73,1133253275.08,439294988.45,804868005.28,693958286.63,0.3531,0.3876,0.6469,0.6124,9,1,4,1,3,100.51,167,42.042,23.4391,100.0,high
302,24,1,4.1667,220000000000.0,34.567,296047403882.44,1027942374.59,1745225631.0,1215861069.02,1188358747.96,556866883.04,27502321.06,0.6809,0.9774,0.3191,0.0226,7,4,1,2,0,9.31,19,39.6142,119.6283,19.1282,low
303,36,2,5.5556,70000000000.0,54.4137,108089623133.54,500414921.91,1681895369.96,1460201212.65,1462287652.37,219607717.59,0.0,0.8694,1.0,0.1306,0.0,16,14,0,2,0,1.17,0,42.9918,120.9914,9.0,low
304,30,1,3.3333,160000000000.0,84.4892,295182649943.16,819951805.4,1510701363.35,1369364343.84,1265553960.45,245147402.9,103810383.39,0.8377,0.9242,0.1623,0.0758,10,8,1,1,0,2.18,17,58.5336,69.4953,13.184,low
305,12,1,8.3333,70000000000.0,52.7674,106937153184.84,742619119.34,2178729294.14,1905086555.68,1593814233.46,584915060.68,311272322.22,0.7315,0.8366,0.2685,0.1634,9,6,2,1,0,7.46,17,48.585,148.9934,29.4132,low
306,30,1,3.3333,70000000000.0,41.4444,99011082924.83,275030785.9,1204030099.82,1104620482.63,570949993.56,633080106.26,533670489.07,0.4742,0.5169,0.5258,0.4831,14,5,4,1,4,72.08,105,51.8453,57.4464,84.1079,high
307,30,1,3.3333,70000000000.0,52.4916,106744120058.78,296511444.61,438367274.33,302353439.0,161117045.48,277250228.85,141236393.52,0.3675,0.5329,0.6325,0.4671,6,2,1,2,1,57.6,88,36.403,110.6887,83.8562,high
308,24,1,4.1667,300000000000.0,67.8581,503574269985.15,1748521770.78,4319729031.47,4180184846.07,3013301839.33,1306427192.14,1166883006.73,0.6976,0.7209,0.3024,0.2791,10,6,3,0,1,12.63,34,37.6306,96.2467,48.4367,medium
309,36,1,2.7778,120000000000.0,39.8456,167814703132.1,388459960.95,676461919.39,594753864.54,581692757.45,94769161.94,13061107.09,0.8599,0.978,0.1401,0.022,7,6,0,1,0,0.44,1,50.2372,116.6876,9.0,low
310,24,1,4.1667,220000000000.0,51.8308,334027747144.18,1159818566.47,5180651412.69,4380183880.02,3775237364.54,1405414048.15,604946515.48,0.7287,0.8619,0.2713,0.1381,15,8,4,2,1,22.35,33,22.8058,108.107,41.7194,medium
311,36,1,2.7778,120000000000.0,96.5021,235802550502.2,545839237.27,2070997268.66,2131178882.61,234862530.6,1836134738.06,1896316352.01,0.1134,0.1102,0.8866,0.8898,16,2,5,0,9,75.27,148,42.3403,157.8507,100.0,high
312,30,1,3.3333,70000000000.0,24.2251,86957560036.62,241548777.88,796956292.21,748214832.43,676959250.33,119997041.88,71255582.09,0.8494,0.9048,0.1506,0.0952,11,6,4,1,0,14.21,29,43.6584,74.6208,22.7298,low
313,48,2,4.1667,90000000000.0,32.3377,119103951918.17,413555388.6,2116819842.09,1981128350.58,1849933372.51,266886469.58,131194978.08,0.8739,0.9338,0.1261,0.0662,14,11,2,1,0,0.72,4,50.5858,106.2315,9.0,low
314,20,1,5.0,70000000000.0,64.7508,115325554449.81,480523143.54,1163913286.11,974999739.51,515070996.24,648842289.86,459928743.27,0.4425,0.5283,0.5575,0.4717,11,2,4,2,3,69.38,90,50.8649,35.7912,87.6035,high
315,24,1,4.1667,120000000000.0,65.8678,199041382691.05,691115912.12,2438702289.45,2203825482.42,1956802581.76,481899707.69,247022900.66,0.8024,0.8879,0.1976,0.1121,16,12,3,1,0,10.4,14,53.9747,116.0744,24.71,low
316,36,3,8.3333,120000000000.0,59.5857,191502829225.29,1329880758.51,3369675281.76,2713535917.63,2218188956.06,1151486325.7,495346961.57,0.6583,0.8175,0.3417,0.1825,11,5,3,2,1,9.07,30,49.193,115.0211,38.7171,medium
317,16,1,6.25,120000000000.0,48.4135,178096204855.42,927584400.29,1321058152.48,1135161608.55,1014145313.61,306912838.88,121016294.94,0.7677,0.8934,0.2323,0.1066,6,4,1,1,0,4.2,14,37.9539,50.2647,28.5474,low
318,30,1,3.3333,90000000000.0,63.4978,147148063662.63,408744621.29,839143776.42,744965580.62,262670559.46,576473216.96,482295021.17,0.313,0.3526,0.687,0.6474,7,1,3,1,2,25.67,48,67.6624,101.5544,91.6555,high
319,36,1,2.7778,120000000000.0,60.3732,192447780029.07,445480972.29,1454030816.43,1090682440.67,266806670.73,1187224145.71,823875769.94,0.1835,0.2446,0.8165,0.7554,12,0,2,3,7,103.72,132,37.6308,68.6663,100.0,high
320,36,1,2.7778,70000000000.0,22.6134,85829381949.81,198679124.88,390849140.78,376265024.78,314935456.85,75913683.93,61329567.94,0.8058,0.837,0.1942,0.163,7,6,1,0,0,7.99,16,44.9104,118.0124,31.8085,low
321,16,1,6.25,70000000000.0,42.7672,99937052786.55,520505483.26,1479316630.45,1187121485.16,1072550825.44,406765805.01,114570659.72,0.725,0.9035,0.275,0.0965,10,5,3,2,0,15.85,33,34.1285,15.0,31.5124,low
322,48,1,2.0833,70000000000.0,67.4461,117212254169.21,203493496.82,561885250.71,479309356.25,464959844.93,96925405.78,14349511.32,0.8275,0.9701,0.1725,0.0299,12,9,1,2,0,9.87,17,55.3139,96.9128,10.1151,low
323,20,1,5.0,70000000000.0,62.9493,114064513716.25,475268807.15,1590740486.84,1331539997.14,1181758533.42,408981953.42,149781463.72,0.7429,0.8875,0.2571,0.1125,14,9,2,2,1,11.0,16,31.059,160.1678,30.4044,low
324,16,1,6.25,70000000000.0,48.4557,103919003500.88,541244809.9,2422152537.94,1897043863.91,1262754748.13,1159397789.81,634289115.78,0.5213,0.6656,0.4787,0.3344,16,5,6,3,2,22.74,44,42.052,114.1665,61.2183,medium
325,16,1,6.25,120000000000.0,28.1587,153790420665.63,800991774.3,1935617810.01,1501757544.97,1447753018.98,487864791.04,54004525.99,0.748,0.964,0.252,0.036,9,4,3,2,0,19.81,34,54.881,116.5966,35.3644,medium
326,24,1,4.1667,220000000000.0,62.3398,357147616054.76,1240095889.08,3304448048.44,3081995490.08,1465171237.32,1839276811.12,1616824252.76,0.4434,0.4754,0.5566,0.5246,12,2,5,1,4,33.22,96,42.4887,146.9731,84.7379,high
327,30,1,3.3333,120000000000.0,54.1517,184982046430.91,513839017.86,1266249616.87,914878568.7,677678660.72,588570956.14,237199907.97,0.5352,0.7407,0.4648,0.2593,8,3,3,2,0,10.19,14,48.1775,142.2545,53.1631,medium
328,20,2,10.0,70000000000.0,34.3749,94062406710.78,783853389.26,3821794760.47,3319937784.15,1319466559.76,2502328200.72,2000471224.39,0.3452,0.3974,0.6548,0.6026,15,3,5,2,5,51.47,104,43.9894,95.2061,87.7391,high
329,20,1,5.0,70000000000.0,34.6864,94280500166.69,392835417.36,956837911.21,800965234.15,709497819.52,247340091.69,91467414.63,0.7415,0.8858,0.2585,0.1142,7,5,1,1,0,6.6,14,45.1886,42.2651,28.3616,low
330,12,1,8.3333,160000000000.0,51.3085,242093566741.58,1681205324.59,2305757049.4,1560238773.19,1249372601.88,1056384447.52,310866171.31,0.5418,0.8008,0.4582,0.1992,6,3,1,2,0,8.53,23,27.8495,61.7038,43.1122,medium
331,20,1,5.0,220000000000.0,78.1368,391900983073.77,1632920762.81,5540769959.05,5208984121.94,3476083086.4,2064686872.65,1732901035.54,0.6274,0.6673,0.3726,0.3327,16,7,5,1,3,26.4,53,51.9217,85.2096,62.9451,medium
332,24,1,4.1667,160000000000.0,85.0138,296022047012.95,1027854329.91,3705729997.77,3240066907.31,3055074990.08,650655007.7,184991917.24,0.8244,0.9429,0.1756,0.0571,15,11,2,2,0,5.85,14,64.1834,85.6363,15.8214,low
333,30,3,10.0,160000000000.0,47.5582,236093151165.16,1967442926.38,4579862659.95,3377773057.9,3312207350.95,1267655309.0,65565706.96,0.7232,0.9806,0.2768,0.0194,7,4,1,2,0,4.14,6,31.5612,142.2525,25.5845,low
334,16,1,6.25,160000000000.0,72.1757,275481084920.3,1434797317.29,5351975369.66,4615455317.88,4445379764.92,906595604.75,170075552.96,0.8306,0.9632,0.1694,0.0368,15,11,2,2,0,4.54,9,37.3873,108.7586,12.3959,low
335,30,1,3.3333,300000000000.0,43.1122,429336583128.87,1192601619.8,5375200140.87,4617772550.43,3499432636.59,1875767504.28,1118339913.84,0.651,0.7578,0.349,0.2422,16,7,7,2,0,12.53,25,39.086,63.6261,39.8627,medium
336,36,1,2.7778,90000000000.0,49.3381,134404248033.3,311120944.52,843247931.29,844805627.17,808432954.18,34814977.12,36372673.0,0.9587,0.9569,0.0413,0.0431,9,8,1,0,0,1.12,7,41.6807,161.121,9.0,low
337,16,1,6.25,160000000000.0,49.5236,239237736294.74,1246029876.54,2381319245.16,2038232793.25,1594111277.1,787207968.06,444121516.15,0.6694,0.7821,0.3306,0.2179,8,3,3,1,1,23.03,63,33.3031,152.3529,56.6188,medium
338,24,1,4.1667,120000000000.0,48.9442,178733028146.5,620600792.18,3019689334.57,2521515537.99,1435177579.74,1584511754.84,1086337958.25,0.4753,0.5692,0.5247,0.4308,16,5,6,3,2,17.91,44,56.7593,112.3221,59.6568,medium
339,20,1,5.0,300000000000.0,43.73,431190057308.47,1796625238.79,5561955592.89,4378379038.77,3775200340.42,1786755252.47,603178698.35,0.6788,0.8622,0.3212,0.1378,11,5,3,2,1,14.23,26,55.9336,92.2177,38.6878,medium
340,24,1,4.1667,160000000000.0,36.5718,218514881423.99,758732227.17,1443310622.16,1198595226.73,1118931782.91,324378839.26,79663443.83,0.7753,0.9335,0.2247,0.0665,7,4,2,1,0,12.97,27,48.7411,80.2296,17.4859,low
341,30,1,3.3333,120000000000.0,24.1817,149018074035.6,413939094.54,2180399034.32,2075277234.81,2011364119.82,169034914.49,63913114.99,0.9225,0.9692,0.0775,0.0308,14,11,2,1,0,0.25,9,58.3396,87.9481,9.0,low
342,30,1,3.3333,220000000000.0,50.2721,330598622286.36,918329506.35,2009530644.9,1532944051.51,1382718341.53,626812303.37,150225709.98,0.6881,0.902,0.3119,0.098,8,5,1,2,0,6.7,10,48.1898,96.8969,9.0,low
343,30,2,6.6667,120000000000.0,58.5899,190307835853.56,1057265754.74,4518730956.5,4072826121.55,4036264091.71,482466864.79,36562029.84,0.8932,0.991,0.1068,0.009,15,11,1,2,1,7.12,16,36.3929,15.0,17.6746,low
344,30,1,3.3333,120000000000.0,50.1912,180229462026.76,500637394.52,1088576732.86,950663364.16,810562887.71,278013845.15,140100476.45,0.7446,0.8526,0.2554,0.1474,9,7,1,1,0,5.87,10,48.9612,60.3824,28.1071,low
345,12,1,8.3333,90000000000.0,43.9456,129551011537.6,899659802.34,2745225979.81,2115472232.37,1686144250.45,1059081729.36,429327981.92,0.6142,0.7971,0.3858,0.2029,10,6,2,2,0,8.61,31,40.2956,79.0933,28.1865,low
